,scenario,version,modified function,value,input,time,# loops,time in ms
909,branching,sequential,case distribution,3,1,31.00600838661194,1,31.00600838661194
910,branching,sequential,case distribution,3,1,31.835418194532394,1,31.835418194532394
911,branching,sequential,case distribution,3,1,32.14500658214092,1,32.14500658214092
912,branching,sequential,case distribution,3,1,31.82391822338104,1,31.82391822338104
913,branching,sequential,case distribution,3,1,31.835660338401794,1,31.835660338401794
914,branching,sequential,case distribution,3,1,31.825466081500053,1,31.825466081500053
915,branching,sequential,case distribution,3,1,32.143495976924896,1,32.143495976924896
916,branching,sequential,case distribution,3,1,31.864188611507416,1,31.864188611507416
917,branching,sequential,case distribution,3,1,31.876156106591225,1,31.876156106591225
918,branching,sequential,case distribution,3,1,31.984373927116398,1,31.984373927116398
919,branching,sequential,case distribution,3,1,32.3109719902277,1,32.3109719902277
920,branching,sequential,case distribution,3,1,32.07925520837307,1,32.07925520837307
921,branching,sequential,case distribution,3,1,31.8295881152153,1,31.8295881152153
922,branching,sequential,case distribution,3,1,32.25664235651493,1,32.25664235651493
923,branching,sequential,case distribution,3,1,31.7979883402586,1,31.7979883402586
924,branching,sequential,case distribution,3,1,31.832098960876465,1,31.832098960876465
925,branching,sequential,case distribution,3,1,31.83375857770443,1,31.83375857770443
926,branching,sequential,case distribution,3,1,32.259367406368256,1,32.259367406368256
927,branching,sequential,case distribution,3,1,31.84171207249165,1,31.84171207249165
928,branching,sequential,case distribution,3,1,31.828230246901512,1,31.828230246901512
929,branching,sequential,case distribution,3,1,31.819120049476624,1,31.819120049476624
930,branching,sequential,case distribution,3,10,160.1598672568798,10,160.1598672568798
931,branching,sequential,case distribution,3,10,159.6644576638937,10,159.6644576638937
932,branching,sequential,case distribution,3,10,158.73346105217934,10,158.73346105217934
933,branching,sequential,case distribution,3,10,155.30622005462646,10,155.30622005462646
934,branching,sequential,case distribution,3,10,155.42073175311089,10,155.42073175311089
935,branching,sequential,case distribution,3,10,154.79425340890884,10,154.79425340890884
936,branching,sequential,case distribution,3,10,155.13104014098644,10,155.13104014098644
937,branching,sequential,case distribution,3,10,155.29830567538738,10,155.29830567538738
938,branching,sequential,case distribution,3,10,155.49066849052906,10,155.49066849052906
939,branching,sequential,case distribution,3,10,155.44819831848145,10,155.44819831848145
940,branching,sequential,case distribution,3,10,155.009588226676,10,155.009588226676
941,branching,sequential,case distribution,3,10,154.97688204050064,10,154.97688204050064
942,branching,sequential,case distribution,3,10,155.62264062464237,10,155.62264062464237
943,branching,sequential,case distribution,3,10,154.85181100666523,10,154.85181100666523
944,branching,sequential,case distribution,3,10,155.1069002598524,10,155.1069002598524
945,branching,sequential,case distribution,3,10,155.10828606784344,10,155.10828606784344
946,branching,sequential,case distribution,3,10,155.53952381014824,10,155.53952381014824
947,branching,sequential,case distribution,3,10,154.96144630014896,10,154.96144630014896
948,branching,sequential,case distribution,3,10,154.88617680966854,10,154.88617680966854
949,branching,sequential,case distribution,3,10,154.99188378453255,10,154.99188378453255
950,branching,sequential,case distribution,3,10,155.1140584051609,10,155.1140584051609
951,branching,sequential,case distribution,3,10,176.97173170745373,10,176.97173170745373
952,branching,sequential,case distribution,3,10,190.3350166976452,10,190.3350166976452
953,branching,sequential,case distribution,3,10,160.2651458233595,10,160.2651458233595
954,branching,sequential,case distribution,3,10,159.67161394655704,10,159.67161394655704
955,branching,sequential,case distribution,3,10,159.82702560722828,10,159.82702560722828
956,branching,sequential,case distribution,3,10,160.3654194623232,10,160.3654194623232
957,branching,sequential,case distribution,3,10,160.093380138278,10,160.093380138278
958,branching,sequential,case distribution,3,10,159.87171046435833,10,159.87171046435833
959,branching,sequential,case distribution,3,10,160.1914633065462,10,160.1914633065462
960,branching,sequential,case distribution,3,100,1601.14268027246,100,1601.14268027246
961,branching,sequential,case distribution,3,100,1558.252697810531,100,1558.252697810531
962,branching,sequential,case distribution,3,100,1565.0489516556263,100,1565.0489516556263
963,branching,sequential,case distribution,3,100,1556.721044704318,100,1556.721044704318
964,branching,sequential,case distribution,3,100,1609.2485673725605,100,1609.2485673725605
965,branching,sequential,case distribution,3,100,1556.2598649412394,100,1556.2598649412394
966,branching,sequential,case distribution,3,100,1557.5291328132153,100,1557.5291328132153
967,branching,sequential,case distribution,3,100,1556.5699078142643,100,1556.5699078142643
968,branching,sequential,case distribution,3,100,1553.0705135315657,100,1553.0705135315657
969,branching,sequential,case distribution,3,100,1552.8127122670412,100,1552.8127122670412
970,branching,sequential,case distribution,3,100,1603.3205818384886,100,1603.3205818384886
971,branching,sequential,case distribution,3,100,1552.6558440178633,100,1552.6558440178633
972,branching,sequential,case distribution,3,100,1554.1992094367745,100,1554.1992094367745
973,branching,sequential,case distribution,3,100,1555.5207673460245,100,1555.5207673460245
974,branching,sequential,case distribution,3,100,1552.3245092481377,100,1552.3245092481377
975,branching,sequential,case distribution,3,100,1602.6325672864914,100,1602.6325672864914
976,branching,sequential,case distribution,3,100,1556.7132476717234,100,1556.7132476717234
977,branching,sequential,case distribution,3,100,1551.931120455265,100,1551.931120455265
978,branching,sequential,case distribution,3,100,1554.5433647930622,100,1554.5433647930622
979,branching,sequential,case distribution,3,100,1557.7786937355995,100,1557.7786937355995
980,branching,sequential,case distribution,3,100,1603.0539609491825,100,1603.0539609491825
981,branching,sequential,case distribution,3,100,1558.362253010273,100,1558.362253010273
982,branching,sequential,case distribution,3,100,1557.3243480175734,100,1557.3243480175734
983,branching,sequential,case distribution,3,100,1553.404876962304,100,1553.404876962304
984,branching,sequential,case distribution,3,100,1557.963777333498,100,1557.963777333498
985,branching,sequential,case distribution,3,100,1555.0218354910612,100,1555.0218354910612
986,branching,sequential,case distribution,3,100,1608.240632340312,100,1608.240632340312
987,branching,sequential,case distribution,3,100,1559.005543589592,100,1559.005543589592
988,branching,sequential,case distribution,3,100,1557.391043752432,100,1557.391043752432
989,branching,sequential,case distribution,3,100,1561.7534723132849,100,1561.7534723132849
990,branching,sequential,case distribution,3,500,8105.684652924538,500,8105.684652924538
991,branching,sequential,case distribution,3,500,7849.510950967669,500,7849.510950967669
992,branching,sequential,case distribution,3,500,8131.778011098504,500,8131.778011098504
993,branching,sequential,case distribution,3,500,7845.299767330289,500,7845.299767330289
994,branching,sequential,case distribution,3,500,7838.003128767014,500,7838.003128767014
995,branching,sequential,case distribution,3,500,7852.234968915582,500,7852.234968915582
996,branching,sequential,case distribution,3,500,7828.914498910308,500,7828.914498910308
997,branching,sequential,case distribution,3,500,7817.337583750486,500,7817.337583750486
998,branching,sequential,case distribution,3,500,7772.555228322744,500,7772.555228322744
999,branching,sequential,case distribution,3,500,7822.953231632709,500,7822.953231632709
1000,branching,sequential,case distribution,3,500,7835.077570751309,500,7835.077570751309
1001,branching,sequential,case distribution,3,500,7855.317059904337,500,7855.317059904337
1002,branching,sequential,case distribution,3,500,7890.936935320497,500,7890.936935320497
1003,branching,sequential,case distribution,3,500,7806.379532441497,500,7806.379532441497
1004,branching,sequential,case distribution,3,500,7857.907399535179,500,7857.907399535179
1005,branching,sequential,case distribution,3,500,7856.42272233963,500,7856.42272233963
1006,branching,sequential,case distribution,3,500,7861.697996035218,500,7861.697996035218
1007,branching,sequential,case distribution,3,500,7822.26887345314,500,7822.26887345314
1008,branching,sequential,case distribution,3,500,7820.037100464106,500,7820.037100464106
1009,branching,sequential,case distribution,3,500,7815.71639329195,500,7815.71639329195
1010,branching,sequential,case distribution,3,500,7849.731111899018,500,7849.731111899018
1011,branching,sequential,case distribution,3,500,8189.346708357334,500,8189.346708357334
1012,branching,sequential,case distribution,3,500,7855.90354539454,500,7855.90354539454
1013,branching,sequential,case distribution,3,500,7846.359420567751,500,7846.359420567751
1014,branching,sequential,case distribution,3,500,7850.2983674407005,500,7850.2983674407005
1015,branching,sequential,case distribution,3,500,7823.911381885409,500,7823.911381885409
1016,branching,sequential,case distribution,3,500,7773.013662546873,500,7773.013662546873
1017,branching,sequential,case distribution,3,500,7823.814937844872,500,7823.814937844872
1018,branching,sequential,case distribution,3,500,7842.666991055012,500,7842.666991055012
1019,branching,sequential,case distribution,3,500,7838.515372946858,500,7838.515372946858
1020,branching,sequential,case distribution,3,1000,15645.26715129614,1000,15645.26715129614
1021,branching,sequential,case distribution,3,1000,15709.740586578846,1000,15709.740586578846
1022,branching,sequential,case distribution,3,1000,15664.859395474195,1000,15664.859395474195
1023,branching,sequential,case distribution,3,1000,15928.881539031863,1000,15928.881539031863
1024,branching,sequential,case distribution,3,1000,15645.507484674454,1000,15645.507484674454
1025,branching,sequential,case distribution,3,1000,15621.777223423123,1000,15621.777223423123
1026,branching,sequential,case distribution,3,1000,15674.809014424682,1000,15674.809014424682
1027,branching,sequential,case distribution,3,1000,15618.891157209871,1000,15618.891157209871
1028,branching,sequential,case distribution,3,1000,15657.955365255477,1000,15657.955365255477
1029,branching,sequential,case distribution,3,1000,15633.065707981586,1000,15633.065707981586
1030,branching,sequential,case distribution,3,1000,15683.23021940887,1000,15683.23021940887
1031,branching,sequential,case distribution,3,1000,15622.053721919656,1000,15622.053721919656
1032,branching,sequential,case distribution,3,1000,15595.136860385535,1000,15595.136860385535
1033,branching,sequential,case distribution,3,1000,15574.743686243892,1000,15574.743686243892
1034,branching,sequential,case distribution,3,1000,15626.5686750412,1000,15626.5686750412
1035,branching,sequential,case distribution,3,1000,15649.035518988969,1000,15649.035518988969
1036,branching,sequential,case distribution,3,1000,15631.57806172967,1000,15631.57806172967
1037,branching,sequential,case distribution,3,1000,15621.884217485784,1000,15621.884217485784
1038,branching,sequential,case distribution,3,1000,15885.119084268808,1000,15885.119084268808
1039,branching,sequential,case distribution,3,1000,15603.492902591825,1000,15603.492902591825
1040,branching,sequential,case distribution,3,1000,15607.761664316058,1000,15607.761664316058
1041,branching,sequential,case distribution,3,1000,15615.508373826742,1000,15615.508373826742
1042,branching,sequential,case distribution,3,1000,15585.082791745665,1000,15585.082791745665
1043,branching,sequential,case distribution,3,1000,15595.311127603054,1000,15595.311127603054
1044,branching,sequential,case distribution,3,1000,15611.253453418612,1000,15611.253453418612
1045,branching,sequential,case distribution,3,1000,15615.922167897224,1000,15615.922167897224
1046,branching,sequential,case distribution,3,1000,15605.81049695611,1000,15605.81049695611
1047,branching,sequential,case distribution,3,1000,15601.559195667503,1000,15601.559195667503
1048,branching,sequential,case distribution,3,1000,15591.368833556771,1000,15591.368833556771
1049,branching,sequential,case distribution,3,1000,15625.593638047576,1000,15625.593638047576
1050,branching,sequential,case block size ,50,1,31.966308131814003,1,31.966308131814003
1051,branching,sequential,case block size ,50,1,32.02308341860771,1,32.02308341860771
1052,branching,sequential,case block size ,50,1,32.18496963381767,1,32.18496963381767
1053,branching,sequential,case block size ,50,1,30.995871871709824,1,30.995871871709824
1054,branching,sequential,case block size ,50,1,31.17542713880539,1,31.17542713880539
1055,branching,sequential,case block size ,50,1,30.970491468906403,1,30.970491468906403
1056,branching,sequential,case block size ,50,1,31.66890889406204,1,31.66890889406204
1057,branching,sequential,case block size ,50,1,31.028786674141884,1,31.028786674141884
1058,branching,sequential,case block size ,50,1,31.173106282949448,1,31.173106282949448
1059,branching,sequential,case block size ,50,1,30.964689329266548,1,30.964689329266548
1060,branching,sequential,case block size ,50,1,31.442657113075256,1,31.442657113075256
1061,branching,sequential,case block size ,50,1,31.098229810595512,1,31.098229810595512
1062,branching,sequential,case block size ,50,1,30.973507091403008,1,30.973507091403008
1063,branching,sequential,case block size ,50,1,30.990762636065483,1,30.990762636065483
1064,branching,sequential,case block size ,50,1,31.535176560282707,1,31.535176560282707
1065,branching,sequential,case block size ,50,1,30.996080487966537,1,30.996080487966537
1066,branching,sequential,case block size ,50,1,30.94695881009102,1,30.94695881009102
1067,branching,sequential,case block size ,50,1,30.98671324551105,1,30.98671324551105
1068,branching,sequential,case block size ,50,1,31.325390562415123,1,31.325390562415123
1069,branching,sequential,case block size ,50,1,31.0099832713604,1,31.0099832713604
1070,branching,sequential,case block size ,50,1,31.09137713909149,1,31.09137713909149
1071,branching,sequential,case block size ,50,1,31.055431813001636,1,31.055431813001636
1072,branching,sequential,case block size ,50,1,31.506145372986797,1,31.506145372986797
1073,branching,sequential,case block size ,50,1,31.04035183787346,1,31.04035183787346
1074,branching,sequential,case block size ,50,1,31.348248943686485,1,31.348248943686485
1075,branching,sequential,case block size ,50,1,30.882535502314568,1,30.882535502314568
1076,branching,sequential,case block size ,50,1,31.43651969730854,1,31.43651969730854
1077,branching,sequential,case block size ,50,1,31.30779229104519,1,31.30779229104519
1078,branching,sequential,case block size ,50,1,31.096534803509712,1,31.096534803509712
1079,branching,sequential,case block size ,50,1,31.07924945652485,1,31.07924945652485
1080,branching,sequential,case block size ,50,10,155.6652132421732,10,155.6652132421732
1081,branching,sequential,case block size ,50,10,156.23698756098747,10,156.23698756098747
1082,branching,sequential,case block size ,50,10,155.80538474023342,10,155.80538474023342
1083,branching,sequential,case block size ,50,10,155.56266531348228,10,155.56266531348228
1084,branching,sequential,case block size ,50,10,156.48158267140388,10,156.48158267140388
1085,branching,sequential,case block size ,50,10,174.75995235145092,10,174.75995235145092
1086,branching,sequential,case block size ,50,10,183.5224572569132,10,183.5224572569132
1087,branching,sequential,case block size ,50,10,155.91583587229252,10,155.91583587229252
1088,branching,sequential,case block size ,50,10,155.62976524233818,10,155.62976524233818
1089,branching,sequential,case block size ,50,10,155.44021129608154,10,155.44021129608154
1090,branching,sequential,case block size ,50,10,155.28509579598904,10,155.28509579598904
1091,branching,sequential,case block size ,50,10,156.0804359614849,10,156.0804359614849
1092,branching,sequential,case block size ,50,10,155.34715726971626,10,155.34715726971626
1093,branching,sequential,case block size ,50,10,155.57079762220383,10,155.57079762220383
1094,branching,sequential,case block size ,50,10,155.1885288208723,10,155.1885288208723
1095,branching,sequential,case block size ,50,10,155.66758625209332,10,155.66758625209332
1096,branching,sequential,case block size ,50,10,155.664449557662,10,155.664449557662
1097,branching,sequential,case block size ,50,10,155.3408857434988,10,155.3408857434988
1098,branching,sequential,case block size ,50,10,155.34624457359314,10,155.34624457359314
1099,branching,sequential,case block size ,50,10,155.64879961311817,10,155.64879961311817
1100,branching,sequential,case block size ,50,10,182.13414773344996,10,182.13414773344996
1101,branching,sequential,case block size ,50,10,181.11813999712467,10,181.11813999712467
1102,branching,sequential,case block size ,50,10,155.60446307063103,10,155.60446307063103
1103,branching,sequential,case block size ,50,10,156.2776193022728,10,156.2776193022728
1104,branching,sequential,case block size ,50,10,155.20125068724155,10,155.20125068724155
1105,branching,sequential,case block size ,50,10,156.39512427151203,10,156.39512427151203
1106,branching,sequential,case block size ,50,10,155.4685290902853,10,155.4685290902853
1107,branching,sequential,case block size ,50,10,155.31313605606556,10,155.31313605606556
1108,branching,sequential,case block size ,50,10,155.28251230716705,10,155.28251230716705
1109,branching,sequential,case block size ,50,10,155.2754882723093,10,155.2754882723093
1110,branching,sequential,case block size ,50,100,1554.6932257711887,100,1554.6932257711887
1111,branching,sequential,case block size ,50,100,1603.638270869851,100,1603.638270869851
1112,branching,sequential,case block size ,50,100,1553.2947219908235,100,1553.2947219908235
1113,branching,sequential,case block size ,50,100,1560.788854956627,100,1560.788854956627
1114,branching,sequential,case block size ,50,100,1564.0351716428995,100,1564.0351716428995
1115,branching,sequential,case block size ,50,100,1561.1042473465204,100,1561.1042473465204
1116,branching,sequential,case block size ,50,100,1607.903353869915,100,1607.903353869915
1117,branching,sequential,case block size ,50,100,1560.9494671225548,100,1560.9494671225548
1118,branching,sequential,case block size ,50,100,1563.6132415384054,100,1563.6132415384054
1119,branching,sequential,case block size ,50,100,1562.9283357411623,100,1562.9283357411623
1120,branching,sequential,case block size ,50,100,1560.781091451645,100,1560.781091451645
1121,branching,sequential,case block size ,50,100,1560.4861304163933,100,1560.4861304163933
1122,branching,sequential,case block size ,50,100,1613.6472281068563,100,1613.6472281068563
1123,branching,sequential,case block size ,50,100,1566.081004217267,100,1566.081004217267
1124,branching,sequential,case block size ,50,100,1555.5658526718616,100,1555.5658526718616
1125,branching,sequential,case block size ,50,100,1559.8357766866684,100,1559.8357766866684
1126,branching,sequential,case block size ,50,100,1562.170745804906,100,1562.170745804906
1127,branching,sequential,case block size ,50,100,1609.6871551126242,100,1609.6871551126242
1128,branching,sequential,case block size ,50,100,1566.4470680058002,100,1566.4470680058002
1129,branching,sequential,case block size ,50,100,1560.052191838622,100,1560.052191838622
1130,branching,sequential,case block size ,50,100,1558.181542903185,100,1558.181542903185
1131,branching,sequential,case block size ,50,100,1554.3429777026176,100,1554.3429777026176
1132,branching,sequential,case block size ,50,100,1551.7179556190968,100,1551.7179556190968
1133,branching,sequential,case block size ,50,100,1601.085677742958,100,1601.085677742958
1134,branching,sequential,case block size ,50,100,1553.938241675496,100,1553.938241675496
1135,branching,sequential,case block size ,50,100,1553.4314289689064,100,1553.4314289689064
1136,branching,sequential,case block size ,50,100,1556.1311971396208,100,1556.1311971396208
1137,branching,sequential,case block size ,50,100,1563.5190717875955,100,1563.5190717875955
1138,branching,sequential,case block size ,50,100,1615.9473545849323,100,1615.9473545849323
1139,branching,sequential,case block size ,50,100,1560.0592847913504,100,1560.0592847913504
1140,branching,sequential,case block size ,50,500,7839.938560500741,500,7839.938560500741
1141,branching,sequential,case block size ,50,500,7829.424731433392,500,7829.424731433392
1142,branching,sequential,case block size ,50,500,8450.90276747942,500,8450.90276747942
1143,branching,sequential,case block size ,50,500,7862.653367221355,500,7862.653367221355
1144,branching,sequential,case block size ,50,500,7801.544960588217,500,7801.544960588217
1145,branching,sequential,case block size ,50,500,7832.051774486899,500,7832.051774486899
1146,branching,sequential,case block size ,50,500,7842.191966250539,500,7842.191966250539
1147,branching,sequential,case block size ,50,500,7840.559655800462,500,7840.559655800462
1148,branching,sequential,case block size ,50,500,7823.037888854742,500,7823.037888854742
1149,branching,sequential,case block size ,50,500,7825.204825028777,500,7825.204825028777
1150,branching,sequential,case block size ,50,500,7857.6866909861565,500,7857.6866909861565
1151,branching,sequential,case block size ,50,500,7822.0772091299295,500,7822.0772091299295
1152,branching,sequential,case block size ,50,500,7820.622885599732,500,7820.622885599732
1153,branching,sequential,case block size ,50,500,7825.72722248733,500,7825.72722248733
1154,branching,sequential,case block size ,50,500,7828.393023461103,500,7828.393023461103
1155,branching,sequential,case block size ,50,500,7833.248009905219,500,7833.248009905219
1156,branching,sequential,case block size ,50,500,7915.736699476838,500,7915.736699476838
1157,branching,sequential,case block size ,50,500,7772.453865036368,500,7772.453865036368
1158,branching,sequential,case block size ,50,500,7810.945963487029,500,7810.945963487029
1159,branching,sequential,case block size ,50,500,7808.784211054444,500,7808.784211054444
1160,branching,sequential,case block size ,50,500,7821.89716771245,500,7821.89716771245
1161,branching,sequential,case block size ,50,500,7819.808796048164,500,7819.808796048164
1162,branching,sequential,case block size ,50,500,7845.604013651609,500,7845.604013651609
1163,branching,sequential,case block size ,50,500,8070.0757168233395,500,8070.0757168233395
1164,branching,sequential,case block size ,50,500,7833.447176963091,500,7833.447176963091
1165,branching,sequential,case block size ,50,500,7818.446634337306,500,7818.446634337306
1166,branching,sequential,case block size ,50,500,7813.487458974123,500,7813.487458974123
1167,branching,sequential,case block size ,50,500,7830.989148467779,500,7830.989148467779
1168,branching,sequential,case block size ,50,500,7822.660408914089,500,7822.660408914089
1169,branching,sequential,case block size ,50,500,7821.923220530152,500,7821.923220530152
1170,branching,sequential,case block size ,50,1000,15472.883505746722,1000,15472.883505746722
1171,branching,sequential,case block size ,50,1000,15570.681232959032,1000,15570.681232959032
1172,branching,sequential,case block size ,50,1000,15590.740824118257,1000,15590.740824118257
1173,branching,sequential,case block size ,50,1000,15522.918857634068,1000,15522.918857634068
1174,branching,sequential,case block size ,50,1000,15543.009672313929,1000,15543.009672313929
1175,branching,sequential,case block size ,50,1000,15596.812084317207,1000,15596.812084317207
1176,branching,sequential,case block size ,50,1000,15583.08650366962,1000,15583.08650366962
1177,branching,sequential,case block size ,50,1000,15633.661961182952,1000,15633.661961182952
1178,branching,sequential,case block size ,50,1000,15580.368883907797,1000,15580.368883907797
1179,branching,sequential,case block size ,50,1000,15605.227448046207,1000,15605.227448046207
1180,branching,sequential,case block size ,50,1000,15653.031431138515,1000,15653.031431138515
1181,branching,sequential,case block size ,50,1000,15579.535456374288,1000,15579.535456374288
1182,branching,sequential,case block size ,50,1000,15481.297176331282,1000,15481.297176331282
1183,branching,sequential,case block size ,50,1000,15563.529742881656,1000,15563.529742881656
1184,branching,sequential,case block size ,50,1000,15553.648920729756,1000,15553.648920729756
1185,branching,sequential,case block size ,50,1000,15596.803642809393,1000,15596.803642809393
1186,branching,sequential,case block size ,50,1000,15566.311560571194,1000,15566.311560571194
1187,branching,sequential,case block size ,50,1000,15551.596196368337,1000,15551.596196368337
1188,branching,sequential,case block size ,50,1000,15581.516277045012,1000,15581.516277045012
1189,branching,sequential,case block size ,50,1000,15539.835426956415,1000,15539.835426956415
1190,branching,sequential,case block size ,50,1000,15552.405301481484,1000,15552.405301481484
1191,branching,sequential,case block size ,50,1000,15549.21368137002,1000,15549.21368137002
1192,branching,sequential,case block size ,50,1000,15535.681517794728,1000,15535.681517794728
1193,branching,sequential,case block size ,50,1000,15547.40072414279,1000,15547.40072414279
1194,branching,sequential,case block size ,50,1000,15567.817943170669,1000,15567.817943170669
1195,branching,sequential,case block size ,50,1000,15551.950216293337,1000,15551.950216293337
1196,branching,sequential,case block size ,50,1000,16658.345013856888,1000,16658.345013856888
1197,branching,sequential,case block size ,50,1000,15545.908456668258,1000,15545.908456668258
1198,branching,sequential,case block size ,50,1000,15535.818364471195,1000,15535.818364471195
1199,branching,sequential,case block size ,50,1000,15550.640143454077,1000,15550.640143454077
1200,branching,sequential,check relation,5,1,15.520868822932243,1,15.520868822932243
1201,branching,sequential,check relation,5,1,15.341075137257576,1,15.341075137257576
1202,branching,sequential,check relation,5,1,15.388233587145804,1,15.388233587145804
1203,branching,sequential,check relation,5,1,15.238499268889427,1,15.238499268889427
1204,branching,sequential,check relation,5,1,15.386084094643593,1,15.386084094643593
1205,branching,sequential,check relation,5,1,15.46907052397728,1,15.46907052397728
1206,branching,sequential,check relation,5,1,15.34024253487587,1,15.34024253487587
1207,branching,sequential,check relation,5,1,15.819376334547997,1,15.819376334547997
1208,branching,sequential,check relation,5,1,15.35850390791893,1,15.35850390791893
1209,branching,sequential,check relation,5,1,15.25227352976799,1,15.25227352976799
1210,branching,sequential,check relation,5,1,15.50416648387909,1,15.50416648387909
1211,branching,sequential,check relation,5,1,15.405410900712011,1,15.405410900712011
1212,branching,sequential,check relation,5,1,15.282852575182917,1,15.282852575182917
1213,branching,sequential,check relation,5,1,15.51981456577778,1,15.51981456577778
1214,branching,sequential,check relation,5,1,15.34554548561573,1,15.34554548561573
1215,branching,sequential,check relation,5,1,15.90677909553051,1,15.90677909553051
1216,branching,sequential,check relation,5,1,15.266673639416696,1,15.266673639416696
1217,branching,sequential,check relation,5,1,15.438036993145944,1,15.438036993145944
1218,branching,sequential,check relation,5,1,15.37032425403595,1,15.37032425403595
1219,branching,sequential,check relation,5,1,15.474174171686172,1,15.474174171686172
1220,branching,sequential,check relation,5,1,15.36923460662365,1,15.36923460662365
1221,branching,sequential,check relation,5,1,15.545576810836792,1,15.545576810836792
1222,branching,sequential,check relation,5,1,15.339503064751623,1,15.339503064751623
1223,branching,sequential,check relation,5,1,15.77662117779255,1,15.77662117779255
1224,branching,sequential,check relation,5,1,15.339436009526253,1,15.339436009526253
1225,branching,sequential,check relation,5,1,15.392735600471497,1,15.392735600471497
1226,branching,sequential,check relation,5,1,15.463264659047129,1,15.463264659047129
1227,branching,sequential,check relation,5,1,15.414878726005554,1,15.414878726005554
1228,branching,sequential,check relation,5,1,15.24120196700096,1,15.24120196700096
1229,branching,sequential,check relation,5,1,15.519753098487854,1,15.519753098487854
1230,branching,sequential,check relation,5,10,154.65267188847065,10,154.65267188847065
1231,branching,sequential,check relation,5,10,153.79055216908455,10,153.79055216908455
1232,branching,sequential,check relation,5,10,154.04538996517658,10,154.04538996517658
1233,branching,sequential,check relation,5,10,155.6644905358553,10,155.6644905358553
1234,branching,sequential,check relation,5,10,153.80577184259892,10,153.80577184259892
1235,branching,sequential,check relation,5,10,154.22052890062332,10,154.22052890062332
1236,branching,sequential,check relation,5,10,153.91519106924534,10,153.91519106924534
1237,branching,sequential,check relation,5,10,154.47662770748138,10,154.47662770748138
1238,branching,sequential,check relation,5,10,153.94017472863197,10,153.94017472863197
1239,branching,sequential,check relation,5,10,154.52232956886292,10,154.52232956886292
1240,branching,sequential,check relation,5,10,153.9673488587141,10,153.9673488587141
1241,branching,sequential,check relation,5,10,154.628848657012,10,154.628848657012
1242,branching,sequential,check relation,5,10,154.09215912222862,10,154.09215912222862
1243,branching,sequential,check relation,5,10,154.14624102413654,10,154.14624102413654
1244,branching,sequential,check relation,5,10,153.64349074661732,10,153.64349074661732
1245,branching,sequential,check relation,5,10,154.12961319088936,10,154.12961319088936
1246,branching,sequential,check relation,5,10,154.12386320531368,10,154.12386320531368
1247,branching,sequential,check relation,5,10,153.81209924817085,10,153.81209924817085
1248,branching,sequential,check relation,5,10,154.50835786759853,10,154.50835786759853
1249,branching,sequential,check relation,5,10,153.97357940673828,10,153.97357940673828
1250,branching,sequential,check relation,5,10,154.67066876590252,10,154.67066876590252
1251,branching,sequential,check relation,5,10,153.79706025123596,10,153.79706025123596
1252,branching,sequential,check relation,5,10,154.1778389364481,10,154.1778389364481
1253,branching,sequential,check relation,5,10,154.3752048164606,10,154.3752048164606
1254,branching,sequential,check relation,5,10,154.9658663570881,10,154.9658663570881
1255,branching,sequential,check relation,5,10,153.6590252071619,10,153.6590252071619
1256,branching,sequential,check relation,5,10,155.11739067733288,10,155.11739067733288
1257,branching,sequential,check relation,5,10,154.81607243418694,10,154.81607243418694
1258,branching,sequential,check relation,5,10,153.8640204817057,10,153.8640204817057
1259,branching,sequential,check relation,5,10,153.86530943214893,10,153.86530943214893
1260,branching,sequential,check relation,5,100,1541.354525834322,100,1541.354525834322
1261,branching,sequential,check relation,5,100,1592.1107325702906,100,1592.1107325702906
1262,branching,sequential,check relation,5,100,1540.7027620822191,100,1540.7027620822191
1263,branching,sequential,check relation,5,100,1542.5343718379736,100,1542.5343718379736
1264,branching,sequential,check relation,5,100,1540.9600865095854,100,1540.9600865095854
1265,branching,sequential,check relation,5,100,1545.2547147870064,100,1545.2547147870064
1266,branching,sequential,check relation,5,100,1583.1636767834425,100,1583.1636767834425
1267,branching,sequential,check relation,5,100,1546.1210291832683,100,1546.1210291832683
1268,branching,sequential,check relation,5,100,1542.6639690995216,100,1542.6639690995216
1269,branching,sequential,check relation,5,100,1540.0698855519297,100,1540.0698855519297
1270,branching,sequential,check relation,5,100,1542.1065390110016,100,1542.1065390110016
1271,branching,sequential,check relation,5,100,1547.1090525388718,100,1547.1090525388718
1272,branching,sequential,check relation,5,100,1597.3242055624723,100,1597.3242055624723
1273,branching,sequential,check relation,5,100,1540.5153948813677,100,1540.5153948813677
1274,branching,sequential,check relation,5,100,1546.0244826972485,100,1546.0244826972485
1275,branching,sequential,check relation,5,100,1545.2924091368914,100,1545.2924091368914
1276,branching,sequential,check relation,5,100,1549.105618149042,100,1549.105618149042
1277,branching,sequential,check relation,5,100,1645.295474678278,100,1645.295474678278
1278,branching,sequential,check relation,5,100,1735.6614209711552,100,1735.6614209711552
1279,branching,sequential,check relation,5,100,1540.9965924918652,100,1540.9965924918652
1280,branching,sequential,check relation,5,100,1544.9925139546394,100,1544.9925139546394
1281,branching,sequential,check relation,5,100,1543.6216853559015,100,1543.6216853559015
1282,branching,sequential,check relation,5,100,1546.353105455637,100,1546.353105455637
1283,branching,sequential,check relation,5,100,1591.7736999690533,100,1591.7736999690533
